Wall time,Step,Value
1651259492.4198515,59,0.02316472865641117
1651259524.4649906,60,0.024580227211117744
1651259556.5586042,61,0.03153292462229729
1651259588.6806574,62,0.02130896784365177
1651259620.8530056,63,0.025492656975984573
1651259652.9349842,64,0.02278338186442852
1651259684.9121034,65,0.01893141306936741
1651259717.0339768,66,0.020535869523882866
1651259749.117541,67,0.01880893111228943
1651259781.2760706,68,0.02079118974506855
1651259813.3816445,69,0.019220339134335518
1651259845.483454,70,0.019076716154813766
1651259877.4913108,71,0.017519591376185417
1651259909.4988077,72,0.01743345335125923
1651259941.6454992,73,0.018307024613022804
1651259973.6782298,74,0.01753571815788746
1651260005.7977371,75,0.025630516931414604
1651260037.8366585,76,0.01585325226187706
1651260069.875369,77,0.017832065001130104
1651260101.990492,78,0.01692274399101734
1651260134.0145917,79,0.019462166354060173
1651260166.0480974,80,0.021630728617310524
1651260198.1288767,81,0.01767200604081154
1651260230.2653265,82,0.018770731985569
1651260262.4204433,83,0.018464257940649986
1651260294.5478833,84,0.015745270997285843
1651260326.6554983,85,0.017954308539628983
1651260358.689672,86,0.018609603866934776
1651260390.8015044,87,0.016313685104250908
1651260422.8419466,88,0.017002038657665253
1651260454.8835056,89,0.018248504027724266
1651260486.3771443,90,0.015316713601350784
1651260518.4491875,91,0.01674991101026535
1651260550.5102105,92,0.021535301581025124
1651260582.5745826,93,0.016887878999114037
1651260614.6933448,94,0.018376408144831657
1651260646.7877855,95,0.01753806695342064
1651260678.913608,96,0.016324661672115326
1651260711.055236,97,0.01772417686879635
1651260743.1063802,98,0.02098805084824562
1651260775.0573113,99,0.023784959688782692
1651260807.2035656,100,0.024448199197649956
1651260839.3641431,101,0.017569316551089287
1651260871.5147989,102,0.017575718462467194
1651260903.5587075,103,0.015585660934448242
1651260935.6943042,104,0.015106123872101307
1651260967.7125704,105,0.01650923304259777
1651260999.7806149,106,0.026243170723319054
1651261031.9609263,107,0.015661386772990227
1651261064.0693572,108,0.01596653461456299
1651261096.243857,109,0.013715146109461784
1651261128.3964078,110,0.03508002683520317
1651261160.4375184,111,0.01604771800339222
1651261192.6150835,112,0.013085855171084404
1651261224.734526,113,0.014915410429239273
1651261256.908677,114,0.01652895100414753
1651261288.906045,115,0.01833689957857132
1651261321.0225065,116,0.015838326886296272
1651261353.124422,117,0.014616621658205986
1651261385.1657822,118,0.015725810080766678
1651261417.1463044,119,0.015714852139353752
1651261449.2020166,120,0.01423632726073265
1651261481.3663886,121,0.019561266526579857
1651261513.3971753,122,0.016844091936945915
1651261545.476045,123,0.015686091035604477
1651261577.6304798,124,0.013938982039690018
1651261609.7959917,125,0.019885068759322166
1651261641.8681717,126,0.012971853837370872
1651261673.911881,127,0.01761411689221859
1651261706.0530035,128,0.01655937172472477
1651261738.1980348,129,0.01461854763329029
1651261770.2833557,130,0.019631564617156982
1651261802.30436,131,0.018125304952263832
1651261834.3558834,132,0.015366722829639912
1651261866.349109,133,0.01592504046857357
1651261898.4732535,134,0.022461090236902237
1651261930.4961767,135,0.015341877937316895
1651261962.5950413,136,0.01682819053530693
1651261994.6504564,137,0.020023908466100693
1651262026.6734962,138,0.015362809412181377
1651262058.6559126,139,0.0151206711307168
1651262090.8249242,140,0.016913751140236855
1651262122.8047132,141,0.01661503314971924
1651262154.8335302,142,0.020310642197728157
1651262186.8845475,143,0.015322443097829819
1651262218.9253411,144,0.01803022250533104
1651262250.9112318,145,0.015499351546168327
1651262282.959921,146,0.015816379338502884
1651262314.9020963,147,0.017832916229963303
1651262346.9735394,148,0.015809858217835426
1651262379.088569,149,0.014905665069818497
1651262411.1883311,150,0.01344798132777214
1651262443.2932324,151,0.015375594608485699
1651262475.3169045,152,0.024366140365600586
1651262507.340273,153,0.015158632770180702
1651262539.3620155,154,0.015734374523162842
1651262571.3830001,155,0.017866114154458046
1651262603.4797802,156,0.01667601801455021
1651262635.5551248,157,0.01525428518652916
1651262667.5428476,158,0.012914593331515789
1651262699.456345,159,0.019515030086040497
1651262731.4018264,160,0.015409382991492748
1651262763.490479,161,0.01597038097679615
1651262795.6087086,162,0.01479658205062151
1651262827.6752656,163,0.014362855814397335
1651262859.7791226,164,0.021538304165005684
1651262891.9904087,165,0.0168400090187788
1651262924.0379462,166,0.016158023849129677
1651262956.1105688,167,0.017167072743177414
1651262988.158978,168,0.02035374380648136
1651263020.2192957,169,0.019074732437729836
1651263052.1794546,170,0.018629997968673706
